domain,agency,result,robots_txt,plain_fetch_status,plain_fetch_host,block_style,headless_browser,lighthouse,platform,server_header,cloudflare,last_audit
co.morris.tx.us,"Morris County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.camp.tx.us,"Camp County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.cass.tx.us,"Cass County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
countyofupshur.com,"Upshur County, TX",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
co.marion.tx.us,"Marion County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-24
harrisoncountytexas.gov,"Harrison County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
greggcounty.texas.gov,"Gregg County, TX",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
smith-county.com,"Smith County, TX",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
ruskcountytx.gov,"Rusk County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.cherokee.tx.us,"Cherokee County, TX",open,allowed,200,bare-http,,ok or not needed,ok,,nginx,,2026-08-18
andersoncountytx.gov,"Anderson County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
frcog.org,"Franklin County, MA",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
countyofbristol.net,"Bristol County, MA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
norfolkcounty.org,"Norfolk County, MA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
plymouthcountyma.gov,"Plymouth County, MA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
nacogdochesco.gov,"Nacogdoches County, TX",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
co.shelby.tx.us,"Shelby County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-12
co.sabine.tx.us,"Sabine County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.san-augustine.tx.us,"San Augustine County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.houston.tx.us,"Houston County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
angelinacounty.net,"Angelina County, TX",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-13
co.trinity.tx.us,"Trinity County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.walker.tx.us,"Walker County, TX",robots.txt exclusion,crawl-delay,200,www,,error,ok,,nginx,,2026-09-09
co.newton.tx.us,"Newton County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-11
co.jasper.tx.us,"Jasper County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.tyler.tx.us,"Tyler County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-11
polktx.gov,"Polk County, TX",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
co.san-jacinto.tx.us,"San Jacinto County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.orange.tx.us,"Orange County, TX",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
jeffersoncountytx.gov,"Jefferson County, TX",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
hardincountytx.gov,"Hardin County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
adaircounty.ky.gov,"Adair County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-12
allencountykentucky.com,"Allen County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
ballardcounty.ky.gov,"Ballard County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
barrencounty.ky.gov,"Barren County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
bellcounty.ky.gov,"Bell County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
bourbonky.com,"Bourbon County, KY",open,allowed,200,www,,ok or not needed,ok,,Pepyaka,,2026-09-09
boydcountyky.gov,"Boyd County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
boylecountyky.gov,"Boyle County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-16
breathittcounty.ky.gov,"Breathitt County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
breckinridgeky.com,"Breckinridge County, KY",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
butlercounty.ky.gov,"Butler County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
caldwellcounty.ky.gov,"Caldwell County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
callowaycountyky.gov,"Calloway County, KY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
carlislecountyky.com,"Carlisle County, KY",robots.txt exclusion,disallowed,200,www,,ok or not needed,none,,Apache,,2026-09-09
cartercountyky.com,"Carter County, KY",open,allowed,200,www,,error,ok,,,,2026-09-11
christiancountyky.gov,"Christian County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
clarkcoky.com,"Clark County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
claycounty.ky.gov,"Clay County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
cumberlandcounty.ky.gov,"Cumberland County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-07-19
daviessky.org,"Daviess County, KY",blocks basic request and headless browser,allowed,200,bare,,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-09-09
edmonsoncounty.org,"Edmonson County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
elliottcounty.ky.gov,"Elliott County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
estillky.com,"Estill County, KY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-11
flemingcountyky.us,"Fleming County, KY",open,allowed,200,bare-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
franklincounty.ky.gov,"Franklin County, KY",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
andersoncounty.ky.gov,"Anderson County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
fultoncounty.ky.gov,"Fulton County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
garrardcountyky.gov,"Garrard County, KY",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-09-11
graysoncountyky.gov,"Grayson County, KY",broken or unreachable,allowed,404,bare,,ok or not needed,none,,Pepyaka,,2026-07-19
greencounty.ky.gov,"Green County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
greenupcountyky.gov,"Greenup County, KY",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
harlanonline.net,"Harlan County, KY",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-16
harrisoncountyfiscalcourt.com,"Harrison County, KY",open,allowed,200,bare-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
hartcounty.ky.gov,"Hart County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
hendersoncountyky.gov,"Henderson County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
henrycounty.ky.gov,"Henry County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
hopkinscounty.ky.gov,"Hopkins County, KY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
jacksoncounty.ky.gov,"Jackson County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
jessamineky.gov,"Jessamine County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
johnsoncoky.com,"Johnson County, KY",open,allowed,200,bare,,ok or not needed,ok,,ESF,,2026-08-18
knottcountyky.gov,"Knott County, KY",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
knoxfiscalcourt.com,"Knox County, KY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
laruecountyky.gov,"Larue County, KY",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
lawrencecounty.ky.gov,"Lawrence County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
leecounty.ky.gov,"Lee County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
lesliecounty.ky.gov,"Leslie County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
letchercounty.ky.gov,"Letcher County, KY",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
lewiscountyky.gov,"Lewis County, KY",open,allowed,200,bare-http,,ok or not needed,ok,,Apache,,2026-09-09
lincolnky.com,"Lincoln County, KY",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
logancountyky.gov,"Logan County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
lyoncountyky.com,"Lyon County, KY",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
madisoncountyky.gov,"Madison County, KY",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
magoffincounty.ky.gov,"Magoffin County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
marioncounty.ky.gov,"Marion County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
marshallcountyky.gov,"Marshall County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
gravescounty.ky.gov,"Graves County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
martincounty.ky.gov,"Martin County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
masoncountykentucky.us,"Mason County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
mccrackencountyky.gov,"McCracken County, KY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
mccrearycounty.com,"McCreary County, KY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
mcleancounty.ky.gov,"McLean County, KY",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,failed,Cloudflare (other sites),cloudflare,yes,2026-07-25
meadeky.gov,"Meade County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
menifeecounty.ky.gov,"Menifee County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
mercercounty.ky.gov,"Mercer County, KY",broken or unreachable,allowed,404,bare,,ok or not needed,ok,,,,2026-08-18
metcalfecounty.ky.gov,"Metcalfe County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
montgomerycounty.ky.gov,"Montgomery County, KY",blocks everything,allowed,202,bare,captcha-challenge,not reached,403,SiteGround captcha,nginx,,2026-09-12
bathcounty.ky.gov,"Bath County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
morgancounty.ky.gov,"Morgan County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
muhlenbergcounty.ky.gov,"Muhlenberg County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-07-19
nelsoncountyky.gov,"Nelson County, KY",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,,,2026-07-19
nicholascounty.ky.gov,"Nicholas County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
ohiocounty.ky.gov,"Ohio County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
owencountyky.us,"Owen County, KY",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
grantcounty.ky.gov,"Grant County, KY",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-19
perrycountyky.gov,"Perry County, KY",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-19
powellcounty.ky.gov,"Powell County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
pulaskigov.com,"Pulaski County, KY",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
robertsoncounty.ky.gov,"Robertson County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
rockcastlecountyky.com,"Rockcastle County, KY",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
rcky.us,"Rowan County, KY",open,allowed,200,bare,,ok or not needed,ok,,Squarespace,,2026-08-18
russellcountyky.gov,"Russell County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
scottky.gov,"Scott County, KY",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-19
simpsoncountyky.gov,"Simpson County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
taylorcountyky.gov,"Taylor County, KY",open,allowed,200,bare,,ok or not needed,ok,,DPS,,2026-08-18
toddcounty.ky.gov,"Todd County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
triggcounty.ky.gov,"Trigg County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
warrencountyky.gov,"Warren County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-11
washingtoncountyky.com,"Washington County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
waynecounty.ky.gov,"Wayne County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
webstercountykentucky.org,"Webster County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
whitleycountyfiscalcourt.com,"Whitley County, KY",open,allowed,200,bare-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
wolfecountyky.com,"Wolfe County, KY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
woodfordcountyky.gov,"Woodford County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
bentoncountytn.gov,"Benton County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
campbellcountytn.gov,"Campbell County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
carrollcountytn.gov,"Carroll County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
cartercountytn.gov,"Carter County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
cheathamcountytn.gov,"Cheatham County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
chestercountytn.org,"Chester County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
claibornecountytn.gov,"Claiborne County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-13
claycountytngov.com,"Clay County, TN",open,allowed,200,bare,,ok or not needed,ok,,Squarespace,,2026-08-19
crockettcountytn.com,"Crockett County, TN",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
nashville.gov,"Davidson County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
decaturcountytn.gov,"Decatur County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
dicksoncountytn.gov,"Dickson County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
gibsontn.org,"Gibson County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-09
hancockcountytn.com,"Hancock County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
hardemancounty.org,"Hardeman County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
hardincogov.com,"Hardin County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-13
hawkinscountytn.gov,"Hawkins County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
hendersoncountytn.gov,"Henderson County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
henrycountytn.org,"Henry County, TN",blocks basic request,allowed,503,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,LiteSpeed,,2026-08-18
hickmancountytn.gov,"Hickman County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
explorehoustoncountytn.com,"Houston County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
humphreyscountytn.gov,"Humphreys County, TN",open,allowed,200,www,,ok or not needed,ok,,Apache,,2026-09-09
johnsoncountytn.gov,"Johnson County, TN",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
lakecountytn.gov,"Lake County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
maconcountytn.gov,"Macon County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
madisoncountytn.gov,"Madison County, TN",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
mcnairycountytn.org,"McNairy County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
montgomerytn.gov,"Montgomery County, TN",open,allowed,200,bare,,ok or not needed,ok,,openresty,,2026-08-18
obioncountytn.gov,"Obion County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-11
gov.perrycountytn.com,"Perry County, TN",blocks everything,allowed,403,bare,denied-403,not reached,403,Other,Apache,,2026-08-18
robertsoncountytn.gov,"Robertson County, TN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
scottcounty.com,"Scott County, TN",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-19
stewartcogov.com,"Stewart County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
sullivancountytn.gov,"Sullivan County, TN",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
sumnercountytn.gov,"Sumner County, TN",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-19
weakleycountytn.gov,"Weakley County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
williamsoncounty-tn.gov,"Williamson County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
lewiscountytn.com,"Lewis County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
meigscounty.org,"Meigs County, TN",open,allowed,200,bare,,ok or not needed,ok,,ESF,,2026-08-18
andersoncountytn.gov,"Anderson County, TN",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
bedfordcountytn.gov,"Bedford County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
bledsoetn.com,"Bledsoe County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
blounttn.gov,"Blount County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
bradleycountytn.gov,"Bradley County, TN",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
cannoncountytn.gov,"Cannon County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
cockecountytn.gov,"Cocke County, TN",open,allowed,200,bare,,ok or not needed,ok,,Squarespace,,2026-08-18
coffeecountytn.gov,"Coffee County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
cumberlandcountytn.gov,"Cumberland County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-13
dekalbtennessee.com,"DeKalb County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
fentresscountytn.gov,"Fentress County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
franklincotn.us,"Franklin County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
gilescountytn.gov,"Giles County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
graingercountytn.com,"Grainger County, TN",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-19
bisgreengovprd.wpenginepowered.com,"Greene County, TN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,cloudflare,yes,2026-09-09
grundycountytn.net,"Grundy County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
hamblencountytn.gov,"Hamblen County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
hamiltontn.gov,"Hamilton County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
jacksoncountytn.gov,"Jackson County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
jeffersoncountytn.gov,"Jefferson County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
knoxcounty.org,"Knox County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
lawrencecountytn.gov,"Lawrence County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
lincolncountytn.gov,"Lincoln County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
loudoncounty-tn.gov,"Loudon County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
marioncountytn.net,"Marion County, TN",open,allowed,200,bare,,ok or not needed,ok,,Squarespace,,2026-08-18
marshallcountytn.gov,"Marshall County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-09
mcminncountytn.gov,"McMinn County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
monroetn.gov,"Monroe County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
metromoorecounty.org,"Moore County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
morgancountytn.gov,"Morgan County, TN",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
overtoncountytn.gov,"Overton County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
polkgovernment.com,"Polk County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
putnamcountytn.gov,"Putnam County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-11
rheacountytn.org,"Rhea County, TN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
roanecountytn.gov,"Roane County, TN",open,allowed,200,bare,,ok or not needed,ok,,Flywheel,,2026-08-19
rutherfordcountytn.gov,"Rutherford County, TN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-12
sequatchiecountytn.gov,"Sequatchie County, TN",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Other,nginx,,2026-08-24
seviercountytn.gov,"Sevier County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
smithcotn.com,"Smith County, TN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
trousdalecountytn.gov,"Trousdale County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-16
unicoicountytn.com,"Unicoi County, TN",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
unioncountytn.gov,"Union County, TN",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
vanburencountytn.com,"Van Buren County, TN",open,allowed,200,bare,,ok or not needed,ok,,OpenBSD httpd,,2026-08-18
warrencountytn.gov,"Warren County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
washingtoncountytn.org,"Washington County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
waynecountytn.org,"Wayne County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
whitecountytn.gov,"White County, TN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
wilsoncountytn.gov,"Wilson County, TN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
allendalecounty.com,"Allendale County, SC",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
bambergcounty.sc.gov,"Bamberg County, SC",open,allowed,200,www,,ok or not needed,ok,,nginx,,2026-09-09
beaufortcountysc.gov,"Beaufort County, SC",open,allowed,200,bare,,ok or not needed,ok,,AmazonS3,,2026-08-18
berkeleycountysc.gov,"Berkeley County, SC",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,none,Cloudflare (other sites),cloudflare,yes,2026-07-25
charlestoncounty.gov,"Charleston County, SC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-09
colletoncounty.org,"Colleton County, SC",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
dorchestercountysc.gov,"Dorchester County, SC",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
hamptoncountysc.org,"Hampton County, SC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
jaspercountysc.gov,"Jasper County, SC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
orangeburgcounty.org,"Orangeburg County, SC",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
salemcountynj.gov,"Salem County, NJ",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
algercounty.gov,"Alger County, MI",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,,,2026-07-19
keweenawbay.org,"Baraga County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
chippewacountymi.gov,"Chippewa County, MI",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-09-11
deltacountymi.gov,"Delta County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
houghtoncounty.net,"Houghton County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
lucecountymi.com,"Luce County, MI",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
mackinaccounty.net,"Mackinac County, MI",blocks everything,allowed,403,bare,denied-403,not reached,403,Cloudflare (other sites),cloudflare,yes,2026-09-11
schoolcraftcounty.net,"Schoolcraft County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
alconacountymi.com,"Alcona County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
allegancounty.org,"Allegan County, MI",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
alpenacounty.org,"Alpena County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
antrimcountymi.gov,"Antrim County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
barrycounty.org,"Barry County, MI",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
benzieco.gov,"Benzie County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
calhouncountymi.gov,"Calhoun County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
charlevoixcounty.org,"Charlevoix County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
cheboygancounty.net,"Cheboygan County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
clareco.net,"Clare County, MI",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-18
emmetcounty.org,"Emmet County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
